Column1,Column2,Column3,Column4
@Cuma4756,"@TheMoonCarl don't miss this opportunity in your life buy now you will retire soon
@NeloMetaverse 
🚀🚀🚀🚀🚀🚀🚀
#NeloMetaverse
🚀🚀🚀🚀🚀🚀
#NeloFamily 
🚀🚀🚀🚀🚀
#nelo 
🚀🚀🚀🚀
#altcoin 
#Metaverse",https://twitter.com/Cuma4756/status/1484045165018890242,"January 20, 2022 at 02:08PM"
@Sumon83282642,"RT @YieldYeti: GIVE ME THE YIELD 
GIVE ME THE YETI
GIVE ME THE YIELD 
GIVE ME THE YETI
GIVE ME THE YIELD 
GIVE ME THE YETI
GIVE ME THE YIELD 
GIVE ME THE YETI
GIVE ME THE YIELD 
GIVE ME THE YETI

🚀🚀🚀

#PlayToEarn 
#Metaverse 
#NFTs 
#Airdrops 
#DeFi 

🚀🚀🚀 https://t.co/PqjZwIIJ4E",https://twitter.com/Sumon83282642/status/1484045165178552320,"January 20, 2022 at 02:08PM"
@frostcityx,@Max_Metaverse @TheCoviOfficial #NFTdrop,https://twitter.com/frostcityx/status/1484045166285844482,"January 20, 2022 at 02:08PM"
@deka_putra3,"RT @ACYFinance: From : 01/21/2022 08:00:00 SGT 
To : 01/21/2022 20:00:00 SGT 

ACY Finance will conduct Metaverse Lab IDO. Here is the link.

First, choose the allocation one in 5 colors.
Second, Buy it.
Third, Vesting and claim in Metaverse’s official website. 

https://t.co/BDwuMtCizb https://t.co/QVn7ug5UHm",https://twitter.com/deka_putra3/status/1484045166642368512,"January 20, 2022 at 02:08PM"
@chubigwins,"RT @ROYALMETACATS: #RoyalMetacats is a collection of 10,000 unique exceptional NFT, collected on the Ethereum Blockchain

Royal Metacats is your ticket into the largest and fastest-growing NFT Space

Jump in now 😺💙🚀
You’re still early

#NFT #NFTCommunity #NFTdrop #nftcollectors #NFTs #Metaverse",https://twitter.com/chubigwins/status/1484045167216959488,"January 20, 2022 at 02:08PM"
@bellacityxx,"RT @Realm_of_Crypto: The second drop for @alto_city happens at 11am EST on Jan 20th

This project was already great but the new roadmap and vision goes next level.

Excited for this mint!

#AltoCityNFT #Metaverse #NFTs https://t.co/mR8RN8Gysd",https://twitter.com/bellacityxx/status/1484045168110366721,"January 20, 2022 at 02:08PM"
@jero_wen,"RT @unixplaytoearn: The times of #videogames, have given us a lot of fun and entertainment, while in today's world of innovation &amp; #cryptocurrency, the popularity of #Metaverse &amp; #NFTs are starting to emerge as it creates #passiveincome for many.

Read more:
https://t.co/oYfyDFx1EI

#UniX #NFTNews https://t.co/xHKj1jp2Rz",https://twitter.com/jero_wen/status/1484045170782117889,"January 20, 2022 at 02:08PM"
@HelenCottonn,@Defence_future #Metaverse from #DOF,https://twitter.com/HelenCottonn/status/1484045171159359497,"January 20, 2022 at 02:08PM"
@Izuroja,"RT @ACYFinance: From : 01/21/2022 08:00:00 SGT 
To : 01/21/2022 20:00:00 SGT 

ACY Finance will conduct Metaverse Lab IDO. Here is the link.

First, choose the allocation one in 5 colors.
Second, Buy it.
Third, Vesting and claim in Metaverse’s official website. 

https://t.co/BDwuMtCizb https://t.co/QVn7ug5UHm",https://twitter.com/Izuroja/status/1484045173004849153,"January 20, 2022 at 02:08PM"
@2karakterbisa,"@jek___ Metaverse metaverse apaan, udh tau ujan masih aja nadahin telapak tangan buat mastiin beneran ujan apa ga",https://twitter.com/2karakterbisa/status/1484045174414413825,"January 20, 2022 at 02:08PM"
@OkudaEucharia2,"@CryptoRank_io @FinanceChainge @netswapofficial @beethoven_x @attention_pala @GMX_IO @Spirit_Swap @trisolarislabs @SpookySwap @finance_ref @YoshiExchange @MicroPetsBSC New Staking and Rewards System going live soon. Missed the AMA? Visit us at: https://t.co/Bb0VTupXAV 
QnA with CTO on Telegram VC every
☀️2-3PM UTC
🌜10-11PM UTC
#MicroPets #Pets #P2E #GameFi #BNB #BSC #NFT #PETSArmy #Petropolis #Metaverse ChantelSS https://t.co/FVBv7O4LnH",https://twitter.com/OkudaEucharia2/status/1484045174447779845,"January 20, 2022 at 02:08PM"
@rathi_riya,"Check this out and enter metaverse space together, 

Presale coming soon on bsc network,
Grab your spot
Follow @meta_ruffy for more updates. 
web: https://t.co/sw0LmuHnrR
TG: https://t.co/OA45sIGdk6

#NFTs #BSC #btc #crypto #Giveaway #Metaverse $tsla #nftart #metaruffy #buisness https://t.co/3I6t5caY07 https://t.co/6jHSWO2E9o",https://twitter.com/rathi_riya/status/1484045174837702656,"January 20, 2022 at 02:08PM"
@WanGGWP,"@ChinaPumpWXC Trust the process, #LUNI will be the next SAND &amp; MANA, don't miss it!! 🔥🚀🚀
#LUNIVERSE PARK🎠
#NFT MARKETPLACE COLLECTION
#P2E GAME💎 #ELONMUSK #BINANCE #GGWP
#METAVERSE #LUNIGANG
@luniverseworld https://t.co/vhfBhnfHZt",https://twitter.com/WanGGWP/status/1484045174951264259,"January 20, 2022 at 02:08PM"
@citra_mediana,"RT @Metaxiz_MEXI: 𝗖𝗛𝗔𝗠𝗣𝗜𝗢𝗡𝗦𝗛𝗜𝗣 𝗥𝗔𝗡𝗞𝗜𝗡𝗚! 🏆
🔥$𝟵𝟬𝟬 𝘃𝗮𝗹𝘂𝗲𝗱 𝗿𝗲𝘄𝗮𝗿𝗱 belongs to TOP 3 on the leaderboard.
💫𝟮𝟬.𝟬𝟬𝟬 𝗠𝗘𝗫𝗜 𝗧𝗼𝗸𝗲𝗻 for top 97 other players!
Access to play: https://t.co/prm8Yb1MhD
#Metaxiz #Metafight $MEXI #Metaverse #GIVEAWAY https://t.co/pebCeXd1NZ",https://twitter.com/citra_mediana/status/1484045177434312709,"January 20, 2022 at 02:08PM"
@novaa10216591,"RT @ACYFinance: From : 01/21/2022 08:00:00 SGT 
To : 01/21/2022 20:00:00 SGT 

ACY Finance will conduct Metaverse Lab IDO. Here is the link.

First, choose the allocation one in 5 colors.
Second, Buy it.
Third, Vesting and claim in Metaverse’s official website. 

https://t.co/BDwuMtCizb https://t.co/QVn7ug5UHm",https://twitter.com/novaa10216591/status/1484045177526571020,"January 20, 2022 at 02:08PM"
@PertamaWin,"RT @bitforexcom: 😃The finals - ECOMI vs BINAMON

If you support #BINAMON retweet this post!

🐉Remember that you can complete the other tasks to join our $30,000 in rewards #giveaway here: https://t.co/kqy8ufKHbq

@binamonok #BMON #GameFi #NFT #Metaverse #BitForex #CryptoCup https://t.co/g69VJlCibD",https://twitter.com/PertamaWin/status/1484045177669165058,"January 20, 2022 at 02:08PM"
@Mahatir74998722,@MoonNation0 Good job #metaverse #GameFi,https://twitter.com/Mahatir74998722/status/1484045178940067842,"January 20, 2022 at 02:08PM"
@Zionbecky1,"@morpheuslabs_io team has been hard working and reliable. For businesses that prefer to outsource an IT/Dev team, you can connect with an external organisation on the platform.

Check out the attached infographic for more details

 #MLSeed #Crypto #MetaVerse #MorpheusLabs $MITX https://t.co/2judJfTh3O",https://twitter.com/Zionbecky1/status/1484045179917119493,"January 20, 2022 at 02:08PM"
@myg0t0wnzu,"RT @Ellajohnson1969: #safemarsinu the only way is up, the world of metaverse just began with $smi https://t.co/5iiLrRi88B https://t.co/7NuwqoffYe",https://twitter.com/myg0t0wnzu/status/1484045180441403395,"January 20, 2022 at 02:08PM"
@Sherlilii,"@MildmayNft @MicropetsBSC will have a NEW Staking and Reward System

Visit us at: https://t.co/2Jvk2Xd84C
QnA with CTO on Telegram VC every
☀️2-3PM UTC
🌜10-11PM UTC

#MicroPets #Pets #P2E #GameFi #BNB #BSC #NFT #PETSArmy #Petropolis #Metaverse #KpinMJan20

👇👇👇
 https://t.co/Tl54YJ9PyL",https://twitter.com/Sherlilii/status/1484045181116510209,"January 20, 2022 at 02:08PM"
@qozoxi,"RT @MazeMetaverse: 🚀WHITELIST🚀

🔔1,000 in total🔔

◎ Follow us
◎ Join our dis &amp; reach Level 10 https://t.co/VXXLCtPKeH
◎ Invite 10 friends into discord
◎ rt &amp; like &amp; tag 3 people

🌸Whitelist entry gives you low mint price before the public🌸

#GameFi #NFT #BSC #Bitcoin #Metaverse #whitelist https://t.co/FWAGGP03oq",https://twitter.com/qozoxi/status/1484045181242736641,"January 20, 2022 at 02:08PM"
@nilesh_korat,"RT @IBCDAO: #WAAITT by IBCDAO 🤸‍♀️🏂🤺

Total supply: 1250 NFTs. 

👉 500 NFTs are available for public sale, Rest is reserved for Genesis members, and team. 

🎪 Launching in March. Whitelisting is on. 

▶️ Join discord: https://t.co/HILfnsotcO

#NFTdrop #DAOs #Metaverse https://t.co/9uZOMPNFFa",https://twitter.com/nilesh_korat/status/1484045181535936513,"January 20, 2022 at 02:08PM"
@SunnyJake_2,"RT @HwanniePromotes: Devolution Metaverse is a 2 months old project. Check this AMAZING trailer! https://t.co/WmDxtPT0pW

Don't miss the chance to win up to $10,000! You can find the terms and conditions on the graphic!
Tg: https://t.co/HTz271x9nG
Tg Song: https://t.co/UYOrv8fMfa
Current mcap: 9 mio. https://t.co/wk65Ttm95W",https://twitter.com/SunnyJake_2/status/1484045181938634754,"January 20, 2022 at 02:08PM"
@snsimanchal,"RT @YieldYeti: GIVE ME THE YIELD 
GIVE ME THE YETI
GIVE ME THE YIELD 
GIVE ME THE YETI
GIVE ME THE YIELD 
GIVE ME THE YETI
GIVE ME THE YIELD 
GIVE ME THE YETI
GIVE ME THE YIELD 
GIVE ME THE YETI

🚀🚀🚀

#PlayToEarn 
#Metaverse 
#NFTs 
#Airdrops 
#DeFi 

🚀🚀🚀 https://t.co/PqjZwIIJ4E",https://twitter.com/snsimanchal/status/1484045181972512769,"January 20, 2022 at 02:08PM"
@BrtiMili,"RT @bitforexcom: 😎The finals - ECOMI vs BINAMON

If you support #ECOMI retweet this post!

⭕️Remember that you can complete the other tasks to join our $30,000 in rewards #giveaway here: https://t.co/kqy8uft6jS

@ecomi_ #OMI  #NFT #Metaverse #Bitforex #CryptoCup https://t.co/kSyy7xYRNe",https://twitter.com/BrtiMili/status/1484045182513430528,"January 20, 2022 at 02:08PM"
@jeanyvesgonin,"RT @jeanyvesgonin: #Gucci confirme sa place dans le #Metaverse comme sur le marché du vintage—Nouvelle obsession de la #mode, les #NFT s'invitent désormais chez la maison florentine, suivis d'un réassort de pièces #vintage exclusives • @VogueFrance • https://t.co/8Gn3csXRhs https://t.co/UJUMuPyioF",https://twitter.com/jeanyvesgonin/status/1484045183046111233,"January 20, 2022 at 02:08PM"
@KevinJo05936409,"WELCOME TO @METACELO!

The First Play-To-Earn Metaverse NFT Game built on Celo Network!

#NFT #CELO #Metaverse #MetaCelo #Whitelist #GameFi

(Tag 3 Friends) https://t.co/kjoVYdT8nD",https://twitter.com/KevinJo05936409/status/1484045184602157056,"January 20, 2022 at 02:08PM"
@Megg09,"RT @Ellajohnson1969: #safemarsinu the only way is up, the world of metaverse just began with $smi https://t.co/5iiLrRi88B https://t.co/7NuwqoffYe",https://twitter.com/Megg09/status/1484045185004748802,"January 20, 2022 at 02:08PM"
@agobuch,"RT @kryxivia: We're excited to announce that we're partnering with @unitygames as they will be hosting our game servers on their Multiplay Platform among other big AAA games such as Apex Legends: https://t.co/OZHob8dvp1 🚀

#NFTGame #Metaverse #BSC #P2E #Unity #KXA #NewPartnership #MMORPG https://t.co/t7viEwPFnA",https://twitter.com/agobuch/status/1484045185420267521,"January 20, 2022 at 02:08PM"
@Ahmdd63528124,"RT @ACYFinance: From : 01/21/2022 08:00:00 SGT 
To : 01/21/2022 20:00:00 SGT 

ACY Finance will conduct Metaverse Lab IDO. Here is the link.

First, choose the allocation one in 5 colors.
Second, Buy it.
Third, Vesting and claim in Metaverse’s official website. 

https://t.co/BDwuMtCizb https://t.co/QVn7ug5UHm",https://twitter.com/Ahmdd63528124/status/1484045424549892097,"January 20, 2022 at 02:09PM"
@Okechukwuebukah,"RT @G4b_9: Fiiire...the House is on fiiire!
Big day with the OG's: 27 Artists/32 Nfts

Also your chance to win 1 Netizen @8bit_metaverse
-Follow Me
-ReTweet
-Tag a Friend
-Join the NFTs Family on Fantom:
https://t.co/ZLA03oGska https://t.co/oTwcxCtHuR",https://twitter.com/Okechukwuebukah/status/1484045425627869185,"January 20, 2022 at 02:09PM"
@syedt559,"RT @IVSProtocol: 🎉Meta-Armstrong, The Buildathon of Metaverse is coming everyone 🎉

📍How to Participate?
🔹Where: https://t.co/S3IMu5ax8V 

Learn all the information 👇including how to win up to X-engine (Close beta) Passes + 50,000 $IVS+Spaces (virtual land) + Avatar NFTs in prizes!",https://twitter.com/syedt559/status/1484045425640620034,"January 20, 2022 at 02:09PM"
@luckjaygiriego_,"RT @CryptoFaces_io: 🚨🚨🚨 #NFTGiveaway 🚨🚨🚨

Win $100💰Here's What To Do...

👉RT
👉Follow @CryptoFaces_io
👉Join the Discord https://t.co/8pcO22I1Zt 

@CryptoFaces_io are the future of Adult Entertainment in the #Metaverse

#NFTCollector #NFTCommunity #DigitalArt #NFT https://t.co/ISlldhc8on",https://twitter.com/luckjaygiriego_/status/1484045427368349696,"January 20, 2022 at 02:09PM"
@SanjoySa3,"RT @LunaPadOfficial: Luna-Pad will Host @LabMetaverse Private Sale IDO on January 20, 2022 (1:00PM UTC)  at https://t.co/2VJUlQv10Q

🛑 Vesting Schedule : 10% TGE, 21 days cliff Thereafter 15% monthly

🛑 Whitelist Slots GIVEAWAY : https://t.co/s2RdTJySO4
🔥 200 BUSD X 100 Random Winners https://t.co/BFp5YqhK8i",https://twitter.com/SanjoySa3/status/1484045428488536066,"January 20, 2022 at 02:09PM"
@IyyaKumar,"RT @Ellajohnson1969: #safemarsinu the only way is up, the world of metaverse just began with $smi https://t.co/5iiLrRi88B https://t.co/7NuwqoffYe",https://twitter.com/IyyaKumar/status/1484045429805363200,"January 20, 2022 at 02:09PM"
@Sherlilii,"@apesurfclub @MicropetsBSC will have a NEW Staking and Reward System

Visit us at: https://t.co/2Jvk2Xd84C
QnA with CTO on Telegram VC every
☀️2-3PM UTC
🌜10-11PM UTC

#MicroPets #Pets #P2E #GameFi #BNB #BSC #NFT #PETSArmy #Petropolis #Metaverse #KpinMJan20

👇👇👇
 https://t.co/Tl54YJ9PyL",https://twitter.com/Sherlilii/status/1484045429884932097,"January 20, 2022 at 02:09PM"
@Cuma4756,"@WatcherGuru don't miss this opportunity in your life buy now you will retire soon
@NeloMetaverse 
🚀🚀🚀🚀🚀🚀🚀
#NeloMetaverse
🚀🚀🚀🚀🚀🚀
#NeloFamily 
🚀🚀🚀🚀🚀
#nelo 
🚀🚀🚀🚀
#altcoin 
#Metaverse",https://twitter.com/Cuma4756/status/1484045430002438145,"January 20, 2022 at 02:09PM"
@novikapangarib1,"RT @crypthereals: $200 in 24 hours 👑 

Must retweet this, follow @MegaverseGame &amp; myself and RT &amp; like their pinned tweet 📌

_________________________
""Megaverse: where the world’s most vibrant global communities enter the metaverse.""

https://t.co/A1QxVqD4LU https://t.co/JcmTL1jqvX",https://twitter.com/novikapangarib1/status/1484045432179544068,"January 20, 2022 at 02:09PM"
@xavieraa99,"RT @ACYFinance: From : 01/21/2022 08:00:00 SGT 
To : 01/21/2022 20:00:00 SGT 

ACY Finance will conduct Metaverse Lab IDO. Here is the link.

First, choose the allocation one in 5 colors.
Second, Buy it.
Third, Vesting and claim in Metaverse’s official website. 

https://t.co/BDwuMtCizb https://t.co/QVn7ug5UHm",https://twitter.com/xavieraa99/status/1484045432468946952,"January 20, 2022 at 02:09PM"
@litlehaura,"RT @Ellajohnson1969: #safemarsinu the only way is up, the world of metaverse just began with $smi https://t.co/5iiLrRi88B https://t.co/7NuwqoffYe",https://twitter.com/litlehaura/status/1484045433660145664,"January 20, 2022 at 02:09PM"
@RDJ18902,"RT @Ellajohnson1969: #safemarsinu the only way is up, the world of metaverse just began with $smi https://t.co/5iiLrRi88B https://t.co/7NuwqoffYe",https://twitter.com/RDJ18902/status/1484045433735421952,"January 20, 2022 at 02:09PM"
@QuangX87,The unique NFTs you should buy are HPL. Is a play to earn game with strong community. it will increase sharply in the future. $HPL #HappyLand @HappyLand_HPL #farm2earn #free2play   #Metaverse #P2EGames https://t.co/LzWxhuozIO https://t.co/1KuUiu3aZO,https://twitter.com/QuangX87/status/1484045434046017539,"January 20, 2022 at 02:09PM"
@zdrefshinoda,"@davidgokhshtein Good morning !
Looking for an excellent staking platform? Look no further than King Floki which will allow you to spend you staked tokens in the planned metaverse. 
Oh, and did I mention it's owned by @OfficialTravlad?

#KingFlokiToken

https://t.co/FGIgWDCF66 https://t.co/6e4S5Ejs2e",https://twitter.com/zdrefshinoda/status/1484045434368970753,"January 20, 2022 at 02:09PM"
@TucharChakma,"RT @CryptoTownEU: 🚀 #Airdrop: Your Open Metaverse
💰 Value: 27 $YOM
👥 Referral: 270 $YOM
📗 Investors: Launchpool, Solanium, Alphabit, Chateau Crypto
🎥 Media: Alex van der Baan (CEO) invited for interview at Nasdaq

Talk with the Telegram Bot
https://t.co/Y0SDspRf6y

#Airdrop #Crypto #Metaverse https://t.co/tdPmQP5pmr",https://twitter.com/TucharChakma/status/1484045435295911938,"January 20, 2022 at 02:09PM"
@bal00n3,RT @VRtoday_co: Apple Allegedly Delaying its AR/VR Headset to 2023 - ExtremeTech https://t.co/m8KRWfBIXr #VR #VirtualReality #AR #AugmentedReality #Metaverse #XR #VRToday #VRNews #MetaverseNews #vrheadset #newtech #productreviews,https://twitter.com/bal00n3/status/1484045437094924288,"January 20, 2022 at 02:09PM"
@fresitasenleche,RT @NicoleBehnam: They created the Metaverse so that millennials would be able to afford a house…. somewhere.,https://twitter.com/fresitasenleche/status/1484045437287813120,"January 20, 2022 at 02:09PM"
@gotz_kandii,"RT @Ellajohnson1969: #safemarsinu the only way is up, the world of metaverse just began with $smi https://t.co/5iiLrRi88B https://t.co/7NuwqoffYe",https://twitter.com/gotz_kandii/status/1484045437992685568,"January 20, 2022 at 02:09PM"
@rathi_riya,"@TerkehhBsc Check this out and enter metaverse space together, 

Presale coming soon on bsc network,
Grab your spot
Follow @meta_ruffy for more updates. 
web: https://t.co/sw0LmuHnrR
TG: https://t.co/OA45sIGdk6

#NFTs #BSC #btc #crypto #Giveaway #Metaverse $tsla #nftart #metaruffy #buisness https://t.co/88OiC1rrZR",https://twitter.com/rathi_riya/status/1484045438520999938,"January 20, 2022 at 02:09PM"
@cryptowithjules,"RT @reisingerandres: So happy to share with you my Winter House! A residence for the metaverse inspired by the coldest season.
I want to build it, who can help? https://t.co/ddGUTGTuTX",https://twitter.com/cryptowithjules/status/1484045438596657154,"January 20, 2022 at 02:09PM"
@BALTAZARPICKME,"RT @luxuryse: ₱2300 | 650.000 IDR | $50 in 16 HRS

– rt &amp; follow @SeoulStarsNFT 
– join discord → https://t.co/8gVrPdoy9E

✦ First K-Pop Virtual Idol / P2E Game in the #Metaverse https://t.co/9dkKTVPP0p",https://twitter.com/BALTAZARPICKME/status/1484045438978527234,"January 20, 2022 at 02:09PM"
@chami3758,"RT @gami_nft: We are building the First #PlayToEarn Mobile #AugmentedReality Game. 

- Historic Characters as NFTs
- Virtual Empires 
- Battle Pool Staking
- Vote in Strategical Decisions

Wanna Play?

Read all about our new revolutionary ecosystem: https://t.co/TPmoGsm1IU #NFT #Metaverse https://t.co/abacjmm77V",https://twitter.com/chami3758/status/1484045439360208896,"January 20, 2022 at 02:09PM"
@akodraw1n,"RT @CryptoQueenEve: ⚔️ #BSC Medieval #P2E, #Metaverse @ArenaMasterGame its a Must to Play!

🎮 Available on IOS &amp; ANDROID!📱🤖
🪙 The Token you really have to OWN!

✅ Ongoing testing
✅ Ongoing private sale
✅ Low Market Cap
✅ Reduced Soft &amp; Hard Caps

🌐: https://t.co/O07Mxgfhkl ⚔️
#Privatesale https://t.co/oD0pMHm3iG",https://twitter.com/akodraw1n/status/1484045440035467267,"January 20, 2022 at 02:09PM"
@WanGGWP,"@0xXiaozhu Trust the process, #LUNI will be the next SAND &amp; MANA, don't miss it!! 🔥🚀
#LUNIVERSE PARK🎠
#NFT MARKETPLACE COLLECTION
#P2E GAME💎 #ELONMUSK #BINANCE #GGWP
#METAVERSE #LUNIGANG
@luniverseworld https://t.co/vhfBhnfHZt",https://twitter.com/WanGGWP/status/1484045441130176512,"January 20, 2022 at 02:09PM"
@Cuma4756,"@Fredlambo1234 don't miss this opportunity in your life buy now you will retire soon
@NeloMetaverse 
🚀🚀🚀🚀🚀🚀🚀
#NeloMetaverse
🚀🚀🚀🚀🚀🚀
#NeloFamily 
🚀🚀🚀🚀🚀
#nelo 
🚀🚀🚀🚀
#altcoin 
#Metaverse",https://twitter.com/Cuma4756/status/1484045441901735940,"January 20, 2022 at 02:09PM"
@QuangX87,"RT @BrandonColl_: I have 10 #BNB  to invest in the next #x1000GEM 💎
👀 SHILL me….

#BTC  #cryptocurrency  #Crypto  #altcoin  #Ethereum  #Binance  #Metaverse  #Solana #NFTs #TRX  #ETH #doge",https://twitter.com/QuangX87/status/1484045443260911621,"January 20, 2022 at 02:09PM"
@imeldawinx,"RT @jasonderulo: I am so hyped for @KnightsOfChain and will be joining them in the #Metaverse!

🎁1x Gold Dragon 1:1 Knight #NFTGiveaway

To enter:
1️⃣ Rt, Follow @Knightsofchain 
2️⃣ Tag 3 Friends
3️⃣ Discord - https://t.co/JAwaC2xtYY

🕛 24hr 
#nft #nfts #NFTCommunity #NFTdrop #NFTartist #ad https://t.co/eNjI91oTSY",https://twitter.com/imeldawinx/status/1484045443567091712,"January 20, 2022 at 02:09PM"
@TammyOtis14,Watching the prices for a plot of digital land go up 📈…. While I accumulate more tokens. @Pavia_io #cnft #Metaverse #ada #Pavia #nope #cnftproject #cryptocurrecy https://t.co/OsoQAj6M71,https://twitter.com/TammyOtis14/status/1484045444334325760,"January 20, 2022 at 02:09PM"
@drunkcryptooo,"RT @Shahabs: Working on a Metaverse project/game on the #cronos chain. 

👊🏽 @FightersNFT 👊🏽

#MMA 🤝🏽 #NFT 

You can play to earn, upgrade, stake and win #UFC perks.

Very exciting roadmap planned with WHITELIST info coming soon.

Discord: https://t.co/OsXxjBIRnq

#Cro #CronosFighters #FFTB https://t.co/vkmUnLvWar",https://twitter.com/drunkcryptooo/status/1484045446477615104,"January 20, 2022 at 02:09PM"
@LayzieBucks,"RT @MetaDAONFT: Every projection shows the metaverse about to grow at exponential rates. 

Are you going to take part by being in the Meta DAO community? 

If the answer is yes, then show us you mean it we'll show you some WL spots...

- Just like &amp; RT

#NFTCommunity https://t.co/WG8sLDwsMp",https://twitter.com/LayzieBucks/status/1484045446498721794,"January 20, 2022 at 02:09PM"
@5000Ely,"@WatcherGuru @MicropetsBSC will have a NEW Staking and Reward System

Visit us at: https://t.co/ID07hF1HM9
QnA with CTO on Telegram VC every
☀️2-3PM UTC
🌜10-11PM UTC

#MicroPets #Pets #P2E #GameFi #BNB #BSC #NFT #PETSArmy #Petropolis #Metaverse #SSElyJoJan20

👇👇👇
 https://t.co/sOyS2sMcud",https://twitter.com/5000Ely/status/1484045843582025732,"January 20, 2022 at 02:11PM"
@KumarPonkog,"RT @YieldYeti: GIVE ME THE YIELD 
GIVE ME THE YETI
GIVE ME THE YIELD 
GIVE ME THE YETI
GIVE ME THE YIELD 
GIVE ME THE YETI
GIVE ME THE YIELD 
GIVE ME THE YETI
GIVE ME THE YIELD 
GIVE ME THE YETI

🚀🚀🚀

#PlayToEarn 
#Metaverse 
#NFTs 
#Airdrops 
#DeFi 

🚀🚀🚀 https://t.co/PqjZwIIJ4E",https://twitter.com/KumarPonkog/status/1484045846018932736,"January 20, 2022 at 02:11PM"
@Sheikhrabbi31,"RT @ACYFinance: From : 01/21/2022 08:00:00 SGT 
To : 01/21/2022 20:00:00 SGT 

ACY Finance will conduct Metaverse Lab IDO. Here is the link.

First, choose the allocation one in 5 colors.
Second, Buy it.
Third, Vesting and claim in Metaverse’s official website. 

https://t.co/BDwuMtCizb https://t.co/QVn7ug5UHm",https://twitter.com/Sheikhrabbi31/status/1484045853434150912,"January 20, 2022 at 02:11PM"
@Sherlilii,"@adrian__chamber @whoisikani @MicropetsBSC will have a NEW Staking and Reward System

Visit us at: https://t.co/2Jvk2Xd84C
QnA with CTO on Telegram VC every
☀️2-3PM UTC
🌜10-11PM UTC

#MicroPets #Pets #P2E #GameFi #BNB #BSC #NFT #PETSArmy #Petropolis #Metaverse #KpinMJan20

👇👇👇
 https://t.co/Tl54YJ9PyL",https://twitter.com/Sherlilii/status/1484045855191486469,"January 20, 2022 at 02:11PM"
@Cuma4756,"@MrsMarlaa don't miss this opportunity in your life buy now you will retire soon
@NeloMetaverse 
🚀🚀🚀🚀🚀🚀🚀
#NeloMetaverse
🚀🚀🚀🚀🚀🚀
#NeloFamily 
🚀🚀🚀🚀🚀
#nelo 
🚀🚀🚀🚀
#altcoin 
#Metaverse",https://twitter.com/Cuma4756/status/1484045856026382337,"January 20, 2022 at 02:11PM"
@priceimpact90,"RT @ACYFinance: From : 01/21/2022 08:00:00 SGT 
To : 01/21/2022 20:00:00 SGT 

ACY Finance will conduct Metaverse Lab IDO. Here is the link.

First, choose the allocation one in 5 colors.
Second, Buy it.
Third, Vesting and claim in Metaverse’s official website. 

https://t.co/BDwuMtCizb https://t.co/QVn7ug5UHm",https://twitter.com/priceimpact90/status/1484045856722812928,"January 20, 2022 at 02:11PM"
@chaeowins,"RT @Shahabs: Working on a Metaverse project/game on the #cronos chain. 

👊🏽 @FightersNFT 👊🏽

#MMA 🤝🏽 #NFT 

You can play to earn, upgrade, stake and win #UFC perks.

Very exciting roadmap planned with WHITELIST info coming soon.

Discord: https://t.co/OsXxjBIRnq

#Cro #CronosFighters #FFTB https://t.co/vkmUnLvWar",https://twitter.com/chaeowins/status/1484045856815075330,"January 20, 2022 at 02:11PM"
@winscityx8,"RT @MazeMetaverse: 🚀WHITELIST🚀

🔔1,000 in total🔔

◎ Follow us
◎ Join our dis &amp; reach Level 10 https://t.co/VXXLCtPKeH
◎ Invite 10 friends into discord
◎ rt &amp; like &amp; tag 3 people

🌸Whitelist entry gives you low mint price before the public🌸

#GameFi #NFT #BSC #Bitcoin #Metaverse #whitelist https://t.co/FWAGGP03oq",https://twitter.com/winscityx8/status/1484045857075118082,"January 20, 2022 at 02:11PM"
@olamoyegun_alex,RT @BabyFlokiBLN: WE ARE NO.1 on CMC again 💪🚀🔥 #LBANK this week 🚀#ATHSOON #1000XFLOKI #lowcapgems #flokiinu #floki #doge #shiba #memecoin #BSCGem #nftart #metaverse #decentraland  #ToTheMoon #greencandles @Hotbit_news #BSCGems #altcoinseason #altcoin #100xgem https://t.co/cRikFXn09D,https://twitter.com/olamoyegun_alex/status/1484045857095929859,"January 20, 2022 at 02:11PM"
@CAHOREAUManon,"RT @Ellajohnson1969: #safemarsinu the only way is up, the world of metaverse just began with $smi https://t.co/5iiLrRi88B https://t.co/7NuwqoffYe",https://twitter.com/CAHOREAUManon/status/1484045857364353024,"January 20, 2022 at 02:11PM"
@MeAkashHasan1,"RT @ACYFinance: From : 01/21/2022 08:00:00 SGT 
To : 01/21/2022 20:00:00 SGT 

ACY Finance will conduct Metaverse Lab IDO. Here is the link.

First, choose the allocation one in 5 colors.
Second, Buy it.
Third, Vesting and claim in Metaverse’s official website. 

https://t.co/BDwuMtCizb https://t.co/QVn7ug5UHm",https://twitter.com/MeAkashHasan1/status/1484045858597269504,"January 20, 2022 at 02:11PM"
@Fabriciosx,"RT @tezos: #Tezos is leading the way to Web3 - through #gaming, #NFTs, and the #metaverse.

If you're a #developer looking to build the future of the decentralized web, start here.",https://twitter.com/Fabriciosx/status/1484045859641831424,"January 20, 2022 at 02:11PM"
